Site_num,Site_name,County,Lat,Long,green_pop,prop_identifier,prop_ownership,survey_date,data_source,notes,species,num_adult,num_juv_subad_yrling,num_hatchling,num_eggs,total_ANAE_or_PLME,nest
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/13/20,NCWRC,"1 sm ad ANAE under bark, snipped, swabbed",Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/18/16,NCWRC,1 yearling ANAE,Green Salamander,,1,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/6/18,NCWRC ,1 yearling ANAE,Green Salamander,,1,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/29/08,NCWRC,1 yearling ANAE  on rock face,Green Salamander,,1,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,1/26/12,NCWRC,1 yearling ANAE out on the rock face,Green Salamander,,1,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/24/13,NCWRC,1 yearling ANAE under bark,Green Salamander,,1,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/2/15,NCWRC,2 ad ANAE,Green Salamander,2,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,3/31/17,NCWRC ,2 ad ANAE ,Green Salamander,2,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/2/18,NCWRC ,2 ad ANAE ,Green Salamander,2,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/19/18,NCWRC,2 ad. ANAE,Green Salamander,2,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/22/14,NCWRC,"2 adults , 3 juveniles, 1 juvenile snipped, DA-12-14",Green Salamander,2,3,,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/21/11,NCWRC,"2 adults in separate lower crevices, 1 hatchling in a side crevice",Green Salamander,2,,1,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/21/20,NCWRC,2 hatchling ANAE,Green Salamander,,,2,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/2/17,NCWRC ,"2 hatchling ANAE, 1 removed from slug slime",Green Salamander,,,2,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/13/15,NCWRC,2 hatchling ANAE; first indication of a nest here this year,Green Salamander,,,2,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/28/13,NCWRC,"2 hatchling in the main brood crevice, few in the low brood crevice, 1 out on the rock face",Green Salamander,,,5,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/12/12,NCWRC,"2 hatchlings in the old brood crevice, 2 adults and hatchling in the new brood crevice, and 2 adults and hatchlings in the linear crevice 3' to the right",Green Salamander,4,,6,,10,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/27/09,NCWRC,2 juv ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/5/09,NCWRC,2 juv ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,1/26/17,NCWRC,2 juv ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/2/19,NCWRC,2 juv. ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/14/11,NCWRC,2 juvenile ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/9/10,NCWRC,2 PLME,Southern Gray-cheeked Salamander,2,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/14/21,NCWRC,2 PLME (1 under bark),Southern Gray-cheeked Salamander,,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/10/08,NCWRC,2 yearling ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,3/1/12,NCWRC,2 yearling ANAE,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/3/13,NCWRC,2 yrling ANAE under bark,Green Salamander,,2,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/12/15,NCWRC,3 ad ANAE,Green Salamander,3,,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,3/28/20,NCWRC,3 ad ANAE,Green Salamander,3,,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,3/27/17,NCWRC ,3 ad ANAE ,Green Salamander,3,,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/18/17,NCWRC ,3 ad ANAE (1 out on rock face),Green Salamander,3,,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/3/11,NCWRC,"3 ad., 4 hatch. ANAE",Green Salamander,3,,4,,7,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/1/15,NCWRC,"3 adult male, 1 juv ANAE",Green Salamander,3,1,,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/18/14,NCWRC,"3 adult, 1 yearling.  Juvenile out on rock face snipped, vial #159",Green Salamander,3,1,1,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/14/06,NCWRC,"3 ANAE, 1 PLME",Green Salamander,3,,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/14/06,NCWRC,"3 ANAE, 1 PLME",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/16/08,NCWRC,3 yearling ANAE on rock face,Green Salamander,,3,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/6/16,NCWRC,"3x Study, 1 adult ANAE",Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/25/16,NCWRC,"3x study; 1 ad., 1 juv. ANAE; juvenile ANAE was swabbed as Vial #14.",Green Salamander,1,1,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/20/12,NCWRC,"4 adults, 2 juveniles, several hatchlings in various crevices",Green Salamander,4,2,2,,8,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/25/11,NCWRC,4 bluish hatchlings outside,Green Salamander,,,4,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/26/09,NCWRC,4+ ad. ANAE,Green Salamander,4,,,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,3/23/09,NCWRC,5 yearling ANAE,Green Salamander,,5,,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,3/16/12,NCWRC,6 yearling ANAE facing out of the hibernation crevice,Green Salamander,,6,,,6,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/8/12,NCWRC,9 ANAE (incl. 3+ hatchlings),Green Salamander,6,,3,,9,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/9/12,NCWRC,"a few ANAE yearlings, 1 small juvenile under a rock, 1 PLME",Green Salamander,,4,,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/9/12,NCWRC,"a few ANAE yearlings, 1 small juvenile under a rock, 1 PLME",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/2/17,NCWRC ,Ad ANAE in the lower brood crevice,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/27/14,NCWRC,"adult in brood crevice, escaped during extraction",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/26/14,NCWRC,"adult in the brood crevice, eggs in poor shape, small adult in a low crevice",Green Salamander,2,,,,2,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/1/08,NCWRC,"ANAE 2 adults, 1 yearling",Green Salamander,2,1,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/13/07,NCWRC,ANAE female and hatchlings (3+),Green Salamander,1,,3,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/8/07,NCWRC,ANAE female and nest,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/26/11,NCWRC,"ANAE hatching, 3-4 hatchlings visible w/female",Green Salamander,1,,4,,5,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/7/07,NCWRC,"ANAE nest hatch, no eggs visible, female and hatchlings inside",Green Salamander,1,,3,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/5/17,NCWRC ,ANAE nest hatching,Green Salamander,1,,1,,2,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/11/17,NCWRC,ANAE nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/1/17,NCWRC ,ANAE nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/4/17,NCWRC ,ANAE nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/22/07,NCWRC,ANAE nest normal w/female,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/29/11,NCWRC,ANAE nest normal w/female brooding eggs,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/11/11,NCWRC,ANAE nest normal w/female brooding eggs,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/3/11,NCWRC,ANAE nest normal w/female brooding eggs,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/15/11,NCWRC,ANAE nest normal w/female brooding eggs,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/10/07,NCWRC,"ANAE nest normal, female inverted",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/29/17,NCWRC,"ANAE nest normal, PLME in a low crevice and under bark",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/29/17,NCWRC,"ANAE nest normal, PLME in a low crevice and under bark",Southern Gray-cheeked Salamander,,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/15/17,NCWRC,"ANAE nest normal, PLME under bark",Southern Gray-cheeked Salamander,,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/22/17,NCWRC ,"ANAE nest normal, PLME under bark",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/1/12,NCWRC,at least 5 yearling ANAE in brood crevice; extracted 1 (still bluish),Green Salamander,,5,,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/5/14,NCWRC,"brood crevice clean, 1 adult in a side crevice",Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/13/13,NCWRC,"bunch of ANAE hatchlings (bluish), 1 juv in last years brood crevice; no female obs",Green Salamander,,1,6,,7,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/23/13,NCWRC,"eggs hatching, female blocking view",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/14/14,NCWRC,fem ANAE actively ovipositing,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/12/20,NCWRC,fem ANAE w/fully hatched nest; >3 hatchlings seen but no official count,Green Salamander,1,,3,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/11/20,NCWRC,fem ANAE w/nest; normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/22/13,NCWRC,"female absent, 1 live and 1 dead hatchling in the main brood crevice, other in the second crevice? Juvenile in a side crevice",Green Salamander,,1,2,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/5/07,NCWRC,female and 4 hatchlings,Green Salamander,1,,4,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/21/13,NCWRC,"female and hatchling at crevice mouth, slugged hatchling dead vial #105, hatchling in 2012 crevice, 1 small  adult on rock face.",Green Salamander,2,,3,,5,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/28/14,NCWRC,"Female captured, eggs in poor condition, covered in fungus",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/3/07,NCWRC,"female guarding, 1 hatchling outside",Green Salamander,1,,1,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/22/07,NCWRC,"female guarding, hatchlings visible, none outside",Green Salamander,1,,3,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/12/14,NCWRC,female present at nest. Eggs yellow and opaque.,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/7/13,NCWRC,"Few hatchling in the Lower brood crevice, Small adult and three hatchlings on the rock or under bark",Green Salamander,1,,5,,6,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/23/13,NCWRC,few hatchlings in the low crevice,Green Salamander,,,3,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/1/12,NCWRC,"few yearling AANE, 1 slightly blue, extracted",Green Salamander,,3,,,3,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/11/14,NCWRC,gravid ANAE,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/9/14,NCWRC,gravid ANAE and a PLME,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/9/14,NCWRC,gravid ANAE and a PLME,Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/5/14,NCWRC,"gravid ANAE and a yearling, 1 PLME",Green Salamander,1,1,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/5/14,NCWRC,"gravid ANAE and a yearling, 1 PLME",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/31/13,NCWRC,Gravid female ANAE in the brood crevice,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/30/17,NCWRC,"gravid female ANAE in the brood crevice, small adult in the Lower brood crevice",Green Salamander,2,,,,2,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/8/17,NCWRC ,gravid female ANAE in the main brood crevice,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/14/17,NCWRC ,gravid female ANAE in the main brood crevice,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/13/14,NCWRC,gravid female ANAE upside down in brood chamber,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/31/14,NCWRC,gravid looking adult in the brood crevice,Green Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/7/11,NCWRC,Juvenile ANAE and a PLME,Green Salamander,,1,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/7/11,NCWRC,Juvenile ANAE and a PLME,Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/23/12,NCWRC,"juvenile in a side crevice, hatchlings in a side crevice and the brood crevice, 1 adult in a very narrow side crevice, possible nest?",Green Salamander,1,1,2,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/24/14,NCWRC,Nest abandoned w/ some fungal growth,Green Salamander,,,,,,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/29/13,NCWRC,"nest all hatched and normal, no hatchlings visible",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/22/11,NCWRC,"nest empty with 2 hatchlings outside brood crevice and 4 above the brood crevice, no female found",Green Salamander,,,6,,6,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/16/13,NCWRC,nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/18/14,NCWRC,nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/20/14,NCWRC,nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/24/14,NCWRC,nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/26/14,NCWRC,nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/17/14,NCWRC,nest normal,Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/24/13,NCWRC,"nest normal,  2nd adult and PLME in low crevices",Green Salamander,2,,,,2,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/24/13,NCWRC,"nest normal,  2nd adult and PLME in low crevices",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/20/13,NCWRC,"nest normal, additional adult in a low crevice",Green Salamander,2,,,,2,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/17/11,NCWRC,"nest normal, adult absent at the powder rock",Green Salamander,,1,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/7/13,NCWRC,"nest normal, all inside",Green Salamander,1,,3,,4,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/21/13,NCWRC,"nest normal, large PLME in a low crevice",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/21/13,NCWRC,"nest normal, large PLME in a low crevice",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/10/13,NCWRC,"nest normal, PLME under bark",Green Salamander,1,,,,1,TRUE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/10/13,NCWRC,"nest normal, PLME under bark",Southern Gray-cheeked Salamander,1,,,,1,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/26/13,NCWRC,"no female, 4 hatchlings on rock face, a few in the lower crevice",Green Salamander,,,6,,6,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/17/13,NCWRC,"no female, hatchlings in front of a slug, yearling in the 2012 brood crevice.",Green Salamander,,1,3,,4,FALSE
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,4/8/16,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/30/06,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/16/06,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/17/06,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,1/5/07,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/28/07,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/7/08,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/23/08,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/6/08,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/24/08,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/13/09,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/6/09,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/10/09,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/14/09,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/9/10,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,9/8/11,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,10/13/11,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/17/11,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/23/11,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,12/14/11,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/15/12,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/5/12,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/1/14,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,7/9/14,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,11/8/14,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,5/29/15,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/10/15,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,6/29/15,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2/27/16,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,8/6/16,NCWRC,none found,,,,,,0,
164,Laurel Trail-3A ,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,12/8/16,NCWRC,none found,,,,,,0,
