system:index,20000708_spei1y,20010709_spei1y,20020709_spei1y,20030709_spei1y,20040708_spei1y,20050709_spei1y,20060709_spei1y,20070709_spei1y,20080708_spei1y,20090709_spei1y,20100709_spei1y,20110709_spei1y,20120708_spei1y,20130709_spei1y,20140709_spei1y,20150709_spei1y,20160708_spei1y,20170709_spei1y,20180709_spei1y,20190709_spei1y,20200708_spei1y,20210709_spei1y,new_flag1,.geo
0000000000000000013e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,556,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,557,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,558,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,559,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,560,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,561,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,563,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,568,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,569,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,575,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,576,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,583,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,586,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,587,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,589,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155_0,-0.8,-0.62,-1.13,1.45,-0.17,2.09,-0.9,-0.71,-2.09,-0.39,1.13,0.03,-0.32,1.69,0.1,-0.54,0.1,-0.32,1.69,2.09,0.39,0.71,602,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,603,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,604,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,605,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000159_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,606,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,607,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,608,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,609,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,610,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,611,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015f_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,612,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,614,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,615,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,616,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,617,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,620,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,621,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,622,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,623,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,624,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,626,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,628,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,629,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,630,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,631,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000171_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,632,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000172_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,633,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000174_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000175_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,636,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000176_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,637,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000177_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,639,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,640,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000179_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,642,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,643,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,644,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,645,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,646,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,648,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,649,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,650,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,651,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,655,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,656,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,661,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,662,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,663,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,665,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,668,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,669,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,670,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000190_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,671,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,674,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,675,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,676,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,677,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,678,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,679,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,680,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,681,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,682,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,687,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,688,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,689,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,690,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,691,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,692,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,696,"{""type"":""MultiPoint"",""coordinates"":[]}"
