Site_num,Survey_ID,Site_name,County,Lat,Long,green_pop,prop_identifier,prop_ownership,survey_date,data_source,notes,species,num_adult,num_unk_ANAE,num_juv_subad_yrling,num_hatchling,num_eggs,total_ANAE,total_ANAE_or_PLME,nest,year,J_date,nndist,new_flag1
1405,1,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1948-06-01,"NCNHP, HBS","historical rec. from HBS; at least 1 ANAE collected in 1948, month/day unk.",Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1948,153,95.06109099,1405
1352,2,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1948-06-22,Field Mus Nat Hist,ANAE eggs collected for museum,Green Salamander,1,NA,NA,NA,3,1,1,TRUE,1948,174,1252.233602,1352
1405,3,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1948-08-20,FMNH,ANAE eggs (and females?) collected for museum,Green Salamander,1,1,NA,NA,3,2,1,TRUE,1948,233,95.06109099,1405
1352,4,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1948-09-15,NCNHP,"2 ad. ANAE, w/2 egg clutches collected as specimens",Green Salamander,2,NA,NA,NA,2,2,2,TRUE,1948,259,1252.233602,1352
1405,5,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1949-04-21,Kansas Biodiversity Institute,9 ANAE collected.  Locality reference very vague but vicinity of Rhodo Trail (~1 mi. NE Highlands),Green Salamander,9,NA,NA,NA,NA,9,9,FALSE,1949,111,95.06109099,1405
1374,6,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1949-07-07,FMNH,2 ANAE collected for museum,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1949,188,23.85313317,1374
1374,7,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1949-08-02,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1949,214,23.85313317,1374
1374,8,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1949-09-05,FMNH,1 ANAE w/20 eggs collected for museum,Green Salamander,1,NA,NA,NA,20,1,1,TRUE,1949,248,23.85313317,1374
1405,9,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1949-09-05,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1949,248,95.06109099,1405
1374,10,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1949-09-08,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1949,251,23.85313317,1374
1374,11,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1949-10-16,California Academy of Sciences,2 ANAE preserved,Green Salamander,NA,2,NA,NA,NA,2,2,FALSE,1949,289,23.85313317,1374
1374,12,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1950-02-08,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1950,39,23.85313317,1374
1352,13,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1950-04-27,UC Berkley MVZ,"5 ANAE collected, preserved specimens.",Green Salamander,5,NA,NA,NA,NA,5,5,FALSE,1950,117,1252.233602,1352
1374,14,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1950-05-20,FMNH,5 ANAE collected for museum,Green Salamander,5,NA,NA,NA,NA,5,5,FALSE,1950,140,23.85313317,1374
1405,15,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1950-05-20,FMNH,4 ANAE collected for museum,Green Salamander,4,NA,NA,NA,NA,4,4,FALSE,1950,140,95.06109099,1405
1352,16,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1950-06-11,Field Mus Nat Hist,6 ANAE collected for museum,Green Salamander,NA,6,NA,NA,NA,6,6,FALSE,1950,162,1252.233602,1352
1405,17,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1950-06-11,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1950,162,95.06109099,1405
1988,18,Blackrock Mountain_historic,Jackson,35.05467472,-83.14191719,BRE,unknown,unknown,1950-06-11,California Academy of Sciences,"5 ANAE collected, preserved",Green Salamander,NA,5,NA,NA,NA,5,5,FALSE,1950,162,1252.233602,1988
1374,19,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1950-06-13,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1950,164,23.85313317,1374
1374,20,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1950-06-21,FMNH,4 ANAE collected for museum,Green Salamander,4,NA,NA,NA,NA,4,4,FALSE,1950,172,23.85313317,1374
1374,21,Hwy 28_historic,Macon,35.02681408,-83.18508305,BRE,Nantahala NF,USFS,1950-07-25,FMNH,"ANAE eggs collected (female, too?) for museum",Green Salamander,NA,1,NA,NA,3,1,1,TRUE,1950,206,23.85313317,1374
1405,22,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1951-07-12,UMMZ,2 ANAE collected for museum,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1951,193,95.06109099,1405
287,23,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,1951-08-06,UMMZ,"2 ANAE collected for museum; reference is ""granite outcrop behind Coker's house at top of hill"" = Biscuit Rock",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1951,218,95.06109099,287
1405,24,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1952-07-17,UC Berkley MVZ,"1 sub ad, ANAE, preserved, vague locality info",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1952,199,95.06109099,1405
1405,25,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1952-07-21,UC Berkley MVZ,"1 sub ad, ANAE, preserved, vague locality info",Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,1952,203,95.06109099,1405
1352,26,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1953-08-01,Milwaukee Public Museum,"unspecifed number of ANAE,  preserved,  locality questionable, attributed to closest location.",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1953,213,1252.233602,1352
1352,27,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1953-08-27,MMZ,ANAE preserved but no numbers given,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1953,239,1252.233602,1352
1352,28,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1953-09-26,NCMNS,"4 ANAE collected, preserved specimens",Green Salamander,4,NA,NA,NA,NA,4,4,FALSE,1953,269,1252.233602,1352
1272,29,Cold Mountain_historic,Jackson,35.16550177,-82.99002443,BRE,Cold Mountain GL,NCWRC,1955-07-09,Kansas Biodiversity Institute,6 ad. ANAE collected; also obs 1 egg clutch,Green Salamander,6,NA,NA,NA,NA,6,6,TRUE,1955,190,1800.828051,1272
1405,30,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1955-10-07,Kansas Biodiversity Institute,"ANAE collected, number unspecifed, preserved specimens, locality info vague.",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1955,280,95.06109099,1405
1272,31,Cold Mountain_historic,Jackson,35.16550177,-82.99002443,BRE,Cold Mountain GL,NCWRC,1956-07-10,Kansas Biodiversity Institute,3 ad. ANAE collected incl brooding female w/23 eggs; 2 other adults seen incl another female w/30 eggs,Green Salamander,5,NA,NA,NA,53,5,5,TRUE,1956,192,1800.828051,1272
1427,32,Whitewater Falls_historic,Jackson,35.03525353,-83.01799004,BRE,Nantahala NF,USFS,1958-07-25,"NCNHP, NCMNS","1 ANAE collected for museum, near the upper falls",Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1958,206,431.6033559,1427
1427,33,Whitewater Falls_historic,Jackson,35.03525353,-83.01799004,BRE,Nantahala NF,USFS,1958-09-15,"WCU, HBS, Duke U.",1 ad. ANAE; specimen collected,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1958,258,431.6033559,1427
1352,34,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-06-12,Field Mus Nat Hist,9 ANAE collected for museum,Green Salamander,NA,9,NA,NA,NA,9,9,FALSE,1959,163,1252.233602,1352
2348,35,S Satulah Mtn,Jackson,35.028794,-83.190622,BRE,R.O.W./pvt,R.O.W./pvt,1959-06-12,FMNH,1 ANAE collected for museum; above the highway on slopes closer to lookout tower,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1959,163,527.5897661,2348
1352,36,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-06-13,Field Mus Nat Hist,4 ANAE specimens collected,Green Salamander,NA,NA,NA,NA,NA,0,4,FALSE,1959,164,1252.233602,1352
1352,37,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-06-15,Field Mus Nat Hist,6 ANAE specimens,Green Salamander,NA,6,NA,NA,NA,6,6,FALSE,1959,166,1252.233602,1352
1352,38,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-06-26,"FMNH, NCNHP",10 ANAE specimens,Green Salamander,NA,10,NA,NA,NA,10,10,FALSE,1959,177,1252.233602,1352
1352,39,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-07-07,"FMNH, NCNHP",6 ANAE specimens,Green Salamander,NA,6,NA,NA,NA,6,6,FALSE,1959,188,1252.233602,1352
1272,40,Cold Mountain_historic,Jackson,35.16550177,-82.99002443,BRE,Cold Mountain GL,NCWRC,1959-07-08,Field Mus Nat Hist,"20 ANAE inc. 12 eggs collected; near Camp Toxaway, Cold Mtn Gap",Green Salamander,20,NA,NA,NA,12,20,20,TRUE,1959,189,1800.828051,1272
1352,41,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-07-10,Field Mus Nat Hist,"15 ANAE specimens, E side of Granite City",Green Salamander,NA,15,NA,NA,NA,15,15,FALSE,1959,191,1252.233602,1352
1352,42,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1959-07-15,Field Mus Nat Hist,1 ANAE and nest collected; probably brooding female,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,1959,196,1252.233602,1352
1405,43,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1959-10-16,"UC Berkley, MVZ","3 female, 1 male ANAE, preserved.  Vague location info,",Green Salamander,4,NA,NA,NA,NA,4,3,FALSE,1959,289,95.06109099,1405
1352,44,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1960-06-01,Staatliches Museum,"unspecified number collected and preserved, exact date unk, year only",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1960,153,1252.233602,1352
2352,45,Glen Falls_rec area_historic,Macon,35.031592,-83.238394,BRE,Nantahala NF,USFS,1960-06-12,FMNH,"2 ANAE collected for museum; ""rock outcrops west of highest falls""",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1960,164,79.83048263,2352
1360,46,GSP 4 (Toxaway River at Foothills Trail),Transylvania,35.0724416,-82.88587449,BRE,Gorges SP,NCDPR,1960-06-16,FMNH,12 ANAE collected for museum; might span from here to upstream on Tox Creek above the falls,Green Salamander,NA,12,NA,NA,NA,12,12,FALSE,1960,168,53.44667253,1360
1427,47,Whitewater Falls_historic,Jackson,35.03525353,-83.01799004,BRE,Nantahala NF,USFS,1960-06-18,"FMNH, NCNHP",10 ANAE collected for museum,Green Salamander,NA,10,NA,NA,NA,10,10,FALSE,1960,170,431.6033559,1427
1352,48,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1960-07-15,"UC Berkley, MVZ","4 sub-adult ANAE collected, preserved",Green Salamander,4,NA,NA,NA,NA,4,4,FALSE,1960,197,1252.233602,1352
1399,49,Pleasant Grove-A,Jackson,35.03281119,-83.09242958,BRE,Nantahala NF,USFS,1960-07-15,MVZ,"1 ANAE collected, exact location undetermined",Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1960,197,134.8922068,1399
1988,50,Blackrock Mountain_historic,Jackson,35.05467472,-83.14191719,BRE,unknown,unknown,1960-07-15,Nat Hist Mus of Los Angeles County,"5 ANAE collected, preserved, exact location undetermined",Green Salamander,NA,5,NA,NA,NA,5,5,FALSE,1960,197,1252.233602,1988
1405,51,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1960-07-19,"UC Berkley, MVZ","ANAE egg collected and preserved, Site location vague, refered to sites as Harris Lake.",Green Salamander,NA,2,NA,NA,1,2,NA,TRUE,1960,201,95.06109099,1405
1427,52,Whitewater Falls_historic,Jackson,35.03525353,-83.01799004,BRE,Nantahala NF,USFS,1960-07-19,Nat Hist Mus of Los Angeles County,"8 ANAE collected, exact location undetermined",Green Salamander,NA,8,NA,NA,NA,8,8,FALSE,1960,201,431.6033559,1427
1352,53,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1960-08-22,Field Mus Nat Hist,1 ANAE specimen,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1960,235,1252.233602,1352
287,54,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,1960-12-31,"HBS, NCNHP",8 ANAE collected; vague data; probably here and not Rhodo Trail; may have been used for experiments at HBS?,Green Salamander,8,NA,NA,NA,NA,8,8,FALSE,1960,366,95.06109099,287
1352,55,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1961-06-03,Field Mus Nat Hist,1 ANAE specimen,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1961,154,1252.233602,1352
1351,56,GSP_Wintergreen Trail,Transylvania,35.09367202,-82.9170002,BRE,Gorges SP,NCDPR,1961-06-29,NCSMNS,"2 ANAE preserved,  exact site location undetermined, described as elevation 1640 ft in Toxaway river gorge,",Green Salamander,2,2,NA,NA,NA,4,2,FALSE,1961,180,253.1482523,1351
1423,57,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1961-06-29,"NCNMS, NCNHP",2 ANAE collected for museum,Green Salamander,NA,2,NA,NA,NA,2,2,FALSE,1961,180,3283.765651,1423
1423,58,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1961-07-23,NCMNS,6 ad. ANAE collected for museum,Green Salamander,6,NA,NA,NA,NA,6,6,FALSE,1961,204,3283.765651,1423
1424,59,GSP_Toxaway River Trail Boulder,Transylvania,35.09027456,-82.91348746,BRE,Gorges SP,NCDPR,1961-07-23,NCSMNS,"1 ANAE , exact site location undetermined, noted as ""6' up in tree by creek.""  1400' el.",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1961,204,233.6344335,1424
1352,60,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1961-08-02,Field Mus Nat Hist,1 ANAE specimen,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1961,214,1252.233602,1352
1360,61,GSP 4 (Toxaway River at Foothills Trail),Transylvania,35.0724416,-82.88587449,BRE,Gorges SP,NCDPR,1961-08-02,NCSMNS,"2 ANAE, exact location undetermined, noted as 1100' el.; where bridge crosses Toxaway River; in rock crevices",Green Salamander,NA,2,NA,NA,NA,2,2,FALSE,1961,214,53.44667253,1360
1423,62,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1961-08-02,"NCMNS, NCNHP",2 ANAE collected for museum,Green Salamander,NA,2,NA,NA,NA,2,2,FALSE,1961,214,3283.765651,1423
1423,63,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1961-08-12,"NCMNS, NCNHP",at least 1 ANAE collected for museum in Toxaway Gorge,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1961,224,3283.765651,1423
1424,64,GSP_Toxaway River Trail Boulder,Transylvania,35.09027456,-82.91348746,BRE,Gorges SP,NCDPR,1961-08-12,NCSMNS,"1 ANAE, exact location undetermined, noted as Toxaway gorge, on base of a tree 200 yds. or more from suitable rock crevices"" 1400 el.",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1961,224,233.6344335,1424
1352,65,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1961-08-16,Field Mus Nat Hist,10 ANAE specimens,Green Salamander,NA,10,NA,NA,NA,10,10,FALSE,1961,228,1252.233602,1352
1423,66,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1962-06-01,Duke U.,at least 1 ANAE collected for museum specimen below Toxaway Falls; date in 1962 unk.,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1962,152,3283.765651,1423
2342,67,TGL_Lower Bearcamp Creek_historic,Transylvania,35.054208,-82.96569,BRE,Toxaway GL,NCWRC,1962-06-15,"WCU, NCNHP",2 ad. ANAE; historical record; exact date in June unk.; no other details given,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1962,166,680.4311832,2342
1390,68,TGL_0.5 mi below Windy Falls_W of Bad Branch-A,Transylvania,35.06798708,-82.9559194,BRE,Toxaway GL,NCWRC,1962-06-19,"NCSMNS, NCNHP","12 ad. And subadult ANAE, 1 preserved specimen for museum",Green Salamander,6,NA,6,NA,NA,12,12,FALSE,1962,170,12.80706566,1390
1401,69,Rainbow Falls_historic,Transylvania,35.09133088,-82.96578926,BRE,Pisgah NF,USFS,1962-06-21,"NCNHP, NCNSM",at least 3 ANAE collected for museum,Green Salamander,NA,3,NA,NA,NA,3,3,FALSE,1962,172,154.4346244,1401
2342,70,TGL_Lower Bearcamp Creek_historic,Transylvania,35.054208,-82.96569,BRE,Toxaway GL,NCWRC,1962-06-26,"NCNHP, NCMNS",1 ANAE collected for museum,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1962,177,680.4311832,2342
1431,71,TGL_Windy Falls_historic,Tranyslvania,35.07496307,-82.95827921,BRE,Toxaway GL,NCWRC,1962-06-28,"FMNH, NCNHP",5 ANAE collected as museum specimens,Green Salamander,NA,5,NA,NA,NA,5,5,FALSE,1962,179,803.295275,1431
1352,72,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1962-07-03,Field Mus Nat Hist,1 ANAE collected as specimen,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1962,184,1252.233602,1352
1650,73,Satulah Falls @ old USFS ranger residence,Macon,35.03072793,-83.19848179,BRE,Nantahala NF,USFS,1962-07-03,FMNH,"1 ANAE collected for museum below Satulah Falls, N of Hwy 28",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1962,184,748.7188044,1650
1405,74,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1962-07-06,"Harvard, MCZ","3 ANAE collected as specimens, might be 6/7 for date;  exact location undetermined,  ""Highlands area""",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,1962,187,95.06109099,1405
1352,75,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1962-07-25,Field Mus Nat Hist,1 ANAE specimen,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1962,206,1252.233602,1352
1405,76,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1962-08-01,FMNH,2 ANAE collected for museum,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1962,213,95.06109099,1405
287,77,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,1963-04-02,FMNH,1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1963,92,95.06109099,287
1352,78,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1963-04-09,Field Mus Nat Hist,11 ANAE specimens,Green Salamander,NA,11,NA,NA,NA,11,11,FALSE,1963,99,1252.233602,1352
2348,79,S Satulah Mtn,Jackson,35.028794,-83.190622,BRE,R.O.W./pvt,R.O.W./pvt,1963-04-11,FMNH,9 ANAE collected for museum; below the highway,Green Salamander,9,NA,NA,NA,NA,9,9,FALSE,1963,101,527.5897661,2348
1272,80,Cold Mountain_historic,Jackson,35.16550177,-82.99002443,BRE,Cold Mountain GL,NCWRC,1963-05-30,BYU,"1 ANAE collected, and preserved.",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1963,150,1800.828051,1272
1401,81,Rainbow Falls_historic,Transylvania,35.09133088,-82.96578926,BRE,Pisgah NF,USFS,1964-05-02,"NCNHP, NCMNS","4 ad., 2 juv. ANAE collected for museum",Green Salamander,4,NA,2,NA,NA,6,6,FALSE,1964,123,154.4346244,1401
1427,82,Whitewater Falls_historic,Jackson,35.03525353,-83.01799004,BRE,Nantahala NF,USFS,1965-06-20,UC Berkley,"1 ANAE, collected and preserved, throat removed.  Record indicated ""1818-06-20"".  True year assumed to be 1965 based upon collectors publication history.",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1965,171,431.6033559,1427
1352,83,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1965-10-13,Field Mus Nat Hist,7 ANAE specimens,Green Salamander,NA,7,NA,NA,NA,7,7,FALSE,1965,286,1252.233602,1352
1405,84,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,1965-10-16,FMNH,3 ANAE collected for museum,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,1965,289,95.06109099,1405
1423,85,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1967-04-16,NCNHP,1 ad. ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1967,106,3283.765651,1423
2343,86,TGL_Thompson River Gorge_upstream_historic,Transylvania,35.049519,-82.98195,BRE,Toxaway GL,NCWRC,1967-04-25,"NCNHP, NCMNS",1 ANAE collected for museum specimen,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1967,115,603.6178662,2343
862,87,Bohaynee,Transylvania,35.09584,-82.967345,BRE,private,private,1967-04-30,"NCNHP, NCMNS","1 ANAE, unk. Age; collected as specimen; date in April unk.",Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1967,120,349.387629,862
102,88,Chattooga Gorge_historic,Jackson,35.012991,-83.111396,BRE,Nantahala NF,USFS,1967-05-11,NCMNS,"4 ANAE obs, collected as museum specimens; confl Scotsman and Chattooga R.; 0.75 mi from state line",Green Salamander,NA,4,NA,NA,NA,4,4,FALSE,1967,131,233.0756658,102
2347,89,Toxaway Mtn. Lookout Tower_historic,Jackson,35.131937,-82.983278,BRE,Nantahala NF,USFS,1967-05-11,"NCMNS, NCNHP",2 ANAE collected for museum,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1967,131,1634.330781,2347
186,90,Ammons Branch_historic complex,Jackson,35.019952,-83.143202,BRE,Nantahala NF,USFS,1967-05-19,"NCMNS, NCNHP",1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1967,139,684.2039209,186
1352,91,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1967-05-19,"NCMNS, NCNHP",2 ANAE collected for museum,Green Salamander,NA,2,NA,NA,NA,2,2,FALSE,1967,139,1252.233602,1352
1416,92,Slick Rock-A_historic complex,Macon,35.02445713,-83.1483211,BRE,Nantahala NF,USFS,1967-05-19,"NCMNS, NCNHP",1 ANAE collected for museum,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1967,139,6.178463603,5041
2347,93,Toxaway Mtn. Lookout Tower_historic,Jackson,35.131937,-82.983278,BRE,Nantahala NF,USFS,1967-05-19,"NCMNS, NCNHP",2 ANAE collected for museum,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,1967,139,1634.330781,2347
1352,94,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1967-07-05,UMMZ,4 ANAE collected for museum,Green Salamander,NA,4,NA,NA,NA,4,4,FALSE,1967,186,1252.233602,1352
1352,95,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,1967-08-15,MMZ,1 ANAE collected for museum; date in Aug. unk.,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1967,227,1252.233602,1352
1420,96,TGL_Thompson River Gorge_historic,Transylvania,35.04350186,-82.97974843,BRE,Toxaway GL,NCWRC,1967-09-15,WCU,1 ad. ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1967,258,40.45983592,1420
286,97,Bearcamp Gorge,Transylvania,35.070011,-82.968413,BRE,Pisgah NF,USFS,1968-10-01,WCU,vague info; no date except year; all we know is the site had at least 1 ANAE; GPS points could be way off,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1968,275,1075.225965,286
1423,98,Toxaway Falls/Gorge,Transylvania,35.12180309,-82.92820421,BRE,private,private,1968-10-01,WCU,1 ANAE; date is totally uknown; only year is known,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1968,275,3283.765651,1423
1427,99,Whitewater Falls_historic,Jackson,35.03525353,-83.01799004,BRE,Nantahala NF,USFS,1969-05-08,"NCNHP, NCMNS","5 ANAE collected for museum; ""cliffs at Whitewater Falls""",Green Salamander,NA,5,NA,NA,NA,5,5,FALSE,1969,128,431.6033559,1427
102,100,Chattooga Gorge_historic,Jackson,35.012991,-83.111396,BRE,Nantahala NF,USFS,1969-10-01,Duke U.,at least 1 ANAE collected from Chattooga Gorge as museum specimens; date in 1969 unk.,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,1969,274,233.0756658,102
1413,101,Scotsman Creek_historic,Jackson,35.01420832,-83.11347707,BRE,Nantahala NF,USFS,1969-10-01,NCNHP,3 ad. ANAE obs in 1969; date unk.,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,1969,274,233.0756658,1413
102,102,Chattooga Gorge_historic,Jackson,35.012991,-83.111396,BRE,Nantahala NF,USFS,1970-05-15,U. Notre Dame,at least 1 ANAE; vague details; late spring 1970,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1970,135,233.0756658,102
186,103,Ammons Branch_historic complex,Jackson,35.019952,-83.143202,BRE,Nantahala NF,USFS,1970-05-15,U. Notre Dame,at least 1 ANAE obs; late spring 1970,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1970,135,684.2039209,186
287,104,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,1970-05-15,U. Notre Dame,several ANAE adults; details vague; late spring 1970,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,1970,135,95.06109099,287
862,105,Bohaynee,Transylvania,35.09584,-82.967345,BRE,private,private,1970-05-15,U. Notre Dame,"7 ANAE egg clutches, assume 7 adults? late spring 1970",Green Salamander,7,NA,NA,NA,NA,7,7,TRUE,1970,135,349.387629,862
1369,106,Heady Mountain Gap_historic,Jackson,35.04204327,-83.06293653,BRE,Nantahala NF,USFS,1970-05-15,U. Notre Dame,at least 1 ANAE; late spring 1970,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1970,135,2137.910074,1369
1370,107,Hogback Mountain,Jackson,35.12820207,-83.00932961,BRE,private,private,1970-05-15,U. Notre Dame,at least 1 ANAE; late spring 1970,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,1970,135,1676.971721,1370
