Site_num,Survey_ID,Site_name,County,Lat,Long,green_pop,prop_identifier,prop_ownership,survey_date,data_source,notes,species,num_adult,num_unk_ANAE,num_juv_subad_yrling,num_hatchling,num_eggs,total_ANAE,total_ANAE_or_PLME,nest,year,J_date,nndist,new_flag1
940,1274,Sandburg_Wall Rock,Henderson,35.265036,-82.457545,BRE,Carl Sandburg NHS,NPS,2008-04-09,NCWRC,"2 ANAE, in same place",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,100,10.63225377,940
942,1275,Sandburg_Boundary Rock,Henderson,35.265157,-82.45802,BRE,Carl Sandburg NHS,NPS,2008-04-09,NCWRC,new rock E w/ 2 ANAE,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,100,8.968847014,5023
944,1276,Sandburg_Slant (blackrat) Rock,Henderson,35.265228,-82.458109,BRE,Carl Sandburg NHS,NPS,2008-04-09,NCWRC,new rock F w/ 1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,100,4.216135909,5023
1137,1277,Sandburg_Skink Rock,Henderson,35.26504152,-82.45788676,BRE,Carl Sandburg NHS,NPS,2008-04-09,NCWRC,Rock D found w/ 1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,100,13.94122312,1137
1549,1278,South Dehon Mountain,Transylvania,35.14181186,-82.6991501,BRE,private,private,2008-05-02,NCWRC,"2 unk age or sex,ANAE",Green Salamander,2,2,NA,NA,NA,4,2,FALSE,2008,123,412.6452851,1549
103,1279,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2008-05-09,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,130,2.037230982,5008
164,1280,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2008-05-10,NCWRC,2 yearling ANAE,Green Salamander,NA,NA,2,NA,NA,2,2,FALSE,2008,131,19.15783522,164
165,1281,Laurel Trail-3B,Henderson,35.212704,-82.565326,BRE,DuPont SRF,NCFS,2008-05-10,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,131,87.04494607,165
166,1282,Laurel Trail-3C,Henderson,35.211298,-82.56531,BRE,DuPont SRF,NCFS,2008-05-10,NCWRC,1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,131,24.68622377,166
210,1285,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-05-10,NCWRC,"5 ANAE, various cracks",Green Salamander,NA,5,NA,NA,NA,5,5,FALSE,2008,131,54.24019808,210
214,1287,Rocky Ridge Rd-3B_rattlesnake bald,Henderson,35.21422,-82.576363,BRE,DuPont SRF,NCFS,2008-05-10,NCWRC,1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,131,77.46685334,214
215,1288,Rocky Ridge Rd-3C,Henderson,35.21489,-82.576123,BRE,DuPont SRF,NCFS,2008-05-10,NCWRC,rock 1st found w/1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,131,38.06783607,215
164,1294,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2008-05-16,NCWRC,3 yearling ANAE on rock face,Green Salamander,NA,NA,3,NA,NA,3,3,FALSE,2008,137,19.15783522,164
164,1296,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2008-05-29,NCWRC,1 yearling ANAE  on rock face,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2008,150,19.15783522,164
166,1297,Laurel Trail-3C,Henderson,35.211298,-82.56531,BRE,DuPont SRF,NCFS,2008-05-29,NCWRC,1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,150,24.68622377,166
294,1299,Shoal Creek Falls-1,Henderson,35.231115,-82.593612,BRE,private,private,2008-05-30,indep researcher,Site 1st found w/  ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,151,159.8652274,294
1548,1300,South Prong Little River_historic,Transylvania,35.14517466,-82.70108602,BRE,private,private,2008-06-06,NCWRC,3 adult male ANAE,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,158,44.72146973,1548
164,1301,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2008-06-11,NCWRC,1 adult ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,163,19.15783522,164
190,1306,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-07-07,NCWRC,"2 adult ANAE, 1 EUWI in the same crevice",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,189,71.37213777,190
210,1308,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-07-07,NCWRC,"4 ANAE, no evidence of nest",Green Salamander,4,NA,NA,NA,NA,4,4,FALSE,2008,189,54.24019808,210
248,1310,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2008-07-07,NCWRC,"female w/ 4-5 eggs in L fissure, 1 adult in R,  1 yearling in a side rock",Green Salamander,2,NA,1,NA,4,3,3,TRUE,2008,189,2.135270248,5009
164,1316,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2008-07-12,NCWRC,1 ANAE in a lower crevice,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,194,19.15783522,164
190,1317,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-07-12,NCWRC,"3 PLME, 1 small ANAE",Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2008,194,71.37213777,190
248,1319,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2008-07-12,NCWRC,"adults in both brood areas, no eggs observed",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,194,2.135270248,5009
190,1326,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-07-23,NCWRC,"4 PLME, 1 ANAE, 1 small EUWI",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,205,71.37213777,190
192,1328,Plantation Trail-2A,Henderson,35.207506,-82.571257,BRE,DuPont SRF,NCFS,2008-07-23,NCWRC,1 ANAE found,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,205,12.53002886,192
210,1329,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-07-23,NCWRC,3 ANAE,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,205,54.24019808,210
244,1331,Switchback Trail-1A,Henderson,35.216858,-82.572459,BRE,DuPont SRF,NCFS,2008-07-23,NCWRC,"1 ANAE found, no nest observed",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,205,45.25818758,244
248,1332,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2008-07-23,NCWRC,"adults in both brood areas, no eggs observed",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,205,2.135270248,5009
190,1335,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-08-06,NCWRC,"3 ANAE, 3 PLME, 1 small EUWI",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,219,71.37213777,190
248,1339,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2008-08-06,NCWRC,"2 ANAE in Left brood crevice, 3 in the right brood crevice, 7 in 4 other crevices",Green Salamander,12,NA,NA,NA,NA,12,12,FALSE,2008,219,2.135270248,5009
214,1340,Rocky Ridge Rd-3B_rattlesnake bald,Henderson,35.21422,-82.576363,BRE,DuPont SRF,NCFS,2008-08-12,NCWRC,1 adult ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,225,77.46685334,214
164,1341,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2008-08-15,NCWRC,1 ad ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,228,19.15783522,164
190,1342,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-08-15,NCWRC,"1 ANAE, 1 PLME",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,228,71.37213777,190
234,1344,Sky Valley Rd-3A,Henderson,35.210923,-82.57475,BRE,DuPont SRF,NCFS,2008-08-15,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,228,27.11443721,234
248,1345,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2008-08-15,NCWRC,"left brood crevice w/ a small ANAE, another crevice w/ 2 yearlings",Green Salamander,NA,NA,3,NA,NA,3,3,FALSE,2008,228,2.135270248,5009
940,1347,Sandburg_Wall Rock,Henderson,35.265036,-82.457545,BRE,Carl Sandburg NHS,NPS,2008-08-17,NCWRC,1 sub-ad ANAE,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2008,230,10.63225377,940
190,1353,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-09-02,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,246,71.37213777,190
234,1356,Sky Valley Rd-3A,Henderson,35.210923,-82.57475,BRE,DuPont SRF,NCFS,2008-09-02,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,246,27.11443721,234
248,1357,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2008-09-02,NCWRC,l lg ANAE in the left brood crevice w/ distended abdomen,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,246,2.135270248,5009
968,1361,Sherwood Forest_Short Feed Rock/Oriole Short Rt-A,Transylvania,35.129103,-82.680141,BRE,Sherwood Forest,private,2008-09-25,NCWRC,"ANAE, PLME",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,269,71.11877674,968
969,1362,Sherwood Forest_Short Feed Rock/Oriole Short Rt-B,Transylvania,35.129065,-82.68092,BRE,Sherwood Forest,private,2008-09-25,NCWRC,3 ANAE; 3 PLME,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,269,71.11877674,969
970,1363,Sherwood Forest_Short Feed Rock/Oriole Short Rt-C,Transylvania,35.131052,-82.679984,BRE,Sherwood Forest,private,2008-09-25,NCWRC,"at least 1 ANAE, at least 1 PLME",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,269,42.5682639,970
972,1364,Sherwood Forest_626-627 Oriole Rd.,Transylvania,35.128515,-82.684168,BRE,Sherwood Forest,private,2008-09-25,NCWRC,3 PLME found in the 2 rocks on Napier's driveway,Green Salamander,0,NA,NA,NA,NA,0,3,FALSE,2008,269,67.77010288,972
1425,1372,Turtleback Falls-A,Transylvania,35.09282948,-82.96622012,BRE,Nantahala NF,USFS,2008-10-09,NCWRC,"1 sub-adult, 1 ad ANAE; also, PLME, DEFU, DEQU, DEMO, EUWI",Green Salamander,1,NA,1,NA,NA,2,2,FALSE,2008,283,20.51837284,1425
1368,1374,Head of East Fork Creek_historic,Transylvania,35.1828568,-82.6492472,BRE,DuPont SRF,NCFS,2008-10-10,NCWRC,no count data for PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,284,61.14327417,1368
100,1375,Burnt Mountain Trail-1A,Transylvania,35.166377,-82.634509,BRE,DuPont SRF,NCFS,2008-10-11,NCWRC,2 PLME,Green Salamander,0,NA,NA,NA,NA,0,2,FALSE,2008,285,60.8744307,100
1414,1376,Shoal Creek_historic,Henderson,35.21587885,-82.58262478,BRE,DuPont SRF,NCFS,2008-10-11,NCWRC,"2 DEQU, 3+ DEMO, 1 PLME, 1 PLCY",Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,285,21.40167231,1414
1370,1378,Hogback Mountain,Jackson,35.12820207,-83.00932961,BRE,private,private,2008-10-13,NCWRC,"PLME, dry conditions; road is now paved",Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,287,1676.971721,1370
1399,1379,Pleasant Grove-A,Jackson,35.03281119,-83.09242958,BRE,Nantahala NF,USFS,2008-10-13,NCWRC,"5 ANAE, occ det study",Green Salamander,5,NA,NA,NA,NA,5,5,FALSE,2008,287,134.8922068,1399
1409,1380,Rocky Hill Baptist Church-A,Transylvania,35.14499729,-82.64273116,BRE,private,private,2008-10-13,NCWRC,"5 ANAE adults; 4 in overhang rock, 1 at start of trail on R by pine tree; met the pastor and got permission to survey the site",Green Salamander,5,NA,NA,NA,NA,5,5,FALSE,2008,287,29.37647773,1409
1004,1381,Glen Falls_rec area-A,Macon,35.03258803,-83.23726508,BRE,Nantahala NF,USFS,2008-10-14,NCWRC,"1 adult ANAE in nice rock above trail near the start, after first switchback at least 2 PLME seen in rocks above trail near the start",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,288,72.80097565,1004
1005,1382,Glen Falls_south_historic,Macon,35.02290803,-83.24203134,BRE,Nantahala NF,USFS,2008-10-14,NCWRC,"1 ANAE, occ det study",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,288,15.26482654,1005
1005,1382,Glen Falls_south_historic,Macon,35.02290803,-83.24203134,BRE,Nantahala NF,USFS,2008-10-14,NCWRC,"5 ad., 2 juv. ANAE, occ det study",Green Salamander,5,NA,2,NA,NA,7,7,FALSE,2008,288,15.26482654,1005
972,1383,Sherwood Forest_626-627 Oriole Rd.,Transylvania,35.128515,-82.684168,BRE,Sherwood Forest,private,2008-10-15,NCWRC,3 adult ANAE in main rock on Napier driveway; Mrs. Napier is thrilled!,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,289,67.77010288,972
1265,1384,Sherwood Forest_historic,Transylvania,35.13093266,-82.68083789,BRE,Sherwood Forest,private,2008-10-15,NCWRC,"1 ANAE, occ det study",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,289,78.93503169,1265
1265,1384,Sherwood Forest_historic,Transylvania,35.13093266,-82.68083789,BRE,Sherwood Forest,private,2008-10-15,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,289,78.93503169,1265
287,1386,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,2008-10-17,NCWRC,"10 ad., 2 hatch. ANAE, occ det study",Green Salamander,10,NA,NA,2,NA,12,12,FALSE,2008,291,95.06109099,287
1405,1387,Rhododendron Trail,Macon,35.05581217,-83.18478121,BRE,private,private,2008-10-17,NCWRC,"1 PLME adult; 3 DEMO (2 hatch, 1 ad.)",Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,291,95.06109099,1405
250,1388,Triple Falls Trail-1A,Transylvania,35.201794,-82.618841,BRE,DuPont SRF,NCFS,2008-10-18,BHS,at least 1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,292,181.9859197,250
251,1389,Triple Falls Trail-1B,Transylvania,35.20165,-82.61685,BRE,DuPont SRF,NCFS,2008-10-18,BHS,at least 1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,292,103.0070035,251
1321,1391,TGL_FHT_East Misery Mountain drainage-Smooth Rock,Transylvania,35.04925123,-82.97008252,BRE,Toxaway GL,NCWRC,2008-10-20,NCWRC,"1 ANAE, 2 PLME",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,294,166.3561418,1321
1322,1392,TGL_FHT_East Misery Mountain- Upper Rocks,Transylvania,35.04823364,-82.97142179,BRE,Toxaway GL,NCWRC,2008-10-20,NCWRC,"2 ANAE, occ det study",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,294,166.3561418,1322
1322,1392,TGL_FHT_East Misery Mountain- Upper Rocks,Transylvania,35.04823364,-82.97142179,BRE,Toxaway GL,NCWRC,2008-10-20,NCWRC,"1 ANAE, occ det study",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,294,166.3561418,1322
1364,1395,TGL_Head of Coley Creek_above FHT-B (historic),Transylvania,35.04536873,-82.97277271,BRE,Toxaway GL,NCWRC,2008-10-20,NCWRC,"2 ANAE, occ det study",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,294,16.55744404,1364
1364,1395,TGL_Head of Coley Creek_above FHT-B (historic),Transylvania,35.04536873,-82.97277271,BRE,Toxaway GL,NCWRC,2008-10-20,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,294,16.55744404,1364
1364,1395,TGL_Head of Coley Creek_above FHT-B (historic),Transylvania,35.04536873,-82.97277271,BRE,Toxaway GL,NCWRC,2008-10-20,NCWRC,"1 ANAE, occ det study",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,294,16.55744404,1364
1528,1396,Connestee Falls,Transylvania,35.16212862,-82.73133413,BRE,private,private,2008-10-21,NCWRC,"not much potential on viewing deck side of falls; lower on closed-off trail there are a few good cracks (PLME found); best potential habitat is across the other side on homeowners' association property in the ""grotto"" and on neighboring Gwynn Valley prope",Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,295,636.3048618,1528
1266,1397,Brooks Branch_historic,Macon,35.03129882,-83.22403406,BRE,Nantahala NF,USFS,2008-10-22,NCWRC,"PLME present but no count data, DEMO salamander",Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,296,76.36770834,1266
190,1403,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-10-24,NCWRC,"1 small ANAE, 1 small PLME",Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2008,298,71.37213777,190
210,1405,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-10-24,NCWRC,"3 ANAE, cracks dry",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,298,54.24019808,210
210,1405,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-10-24,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,298,54.24019808,210
1372,1408,TGL_Horsepasture River/FHT (West Bank),Transylvania,35.05560725,-82.93747869,BRE,Toxaway GL,NCWRC,2008-10-24,NCWRC,EUGU and PLME present but no count data,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2008,298,124.8008227,1372
210,1409,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-10-25,NCWRC,1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,299,54.24019808,210
287,1410,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,2008-10-25,NCWRC,"39 ANAE, includes hatchlings, occ det study",Green Salamander,39,NA,NA,NA,NA,39,39,FALSE,2008,299,95.06109099,287
1265,1411,Sherwood Forest_historic,Transylvania,35.13093266,-82.68083789,BRE,Sherwood Forest,private,2008-10-25,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,299,78.93503169,1265
125,1413,Grassy Dam Trail-1D_Raven Rock,Henderson,35.203915,-82.583216,BRE,DuPont SRF,NCFS,2008-10-26,NCWRC,"rock first found; 3 hatchlings ANAE; rock called ""Raven Rock"" named after one of the students",Green Salamander,NA,NA,NA,3,NA,3,3,FALSE,2008,300,26.04314043,125
190,1414,Plantation Trail-1A,Henderson,35.205675,-82.569969,BRE,DuPont SRF,NCFS,2008-10-26,NCWRC,3 ANAE (one dropped its tail--collected),Green Salamander,NA,NA,3,NA,NA,3,3,FALSE,2008,300,71.37213777,190
210,1415,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-10-26,NCWRC,"1 ANAE, occ det study",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,300,54.24019808,210
1084,1416,Grassy Dam Trail_historic,Henderson,35.20389943,-82.58103018,BRE,DuPont SRF,NCFS,2008-10-26,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,300,18.06987339,1084
1352,1417,Granite City,Jackson,35.04380445,-83.13822413,BRE,Nantahala NF,USFS,2008-10-27,NCWRC,5 PLME,Green Salamander,0,NA,NA,NA,NA,0,5,FALSE,2008,301,1252.233602,1352
1269,1422,Bullpen Road,Jackson,35.01764829,-83.11111091,BRE,Nantahala NF,USFS,2008-10-29,NCWRC,3 ANAE,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,303,438.5260849,1269
125,1425,Grassy Dam Trail-1D_Raven Rock,Henderson,35.203915,-82.583216,BRE,DuPont SRF,NCFS,2008-10-31,NCWRC,3 ANAE,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,305,26.04314043,125
210,1432,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-10-31,NCWRC,"3 ANAE  found, 3x survey",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,305,54.24019808,210
210,1432,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-10-31,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,305,54.24019808,210
1084,1434,Grassy Dam Trail_historic,Henderson,35.20389943,-82.58103018,BRE,DuPont SRF,NCFS,2008-10-31,NCWRC,"3 ANAE, occ det study",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,305,18.06987339,1084
1399,1437,Pleasant Grove-A,Jackson,35.03281119,-83.09242958,BRE,Nantahala NF,USFS,2008-11-03,NCWRC,"5 ANAE, occ det study",Green Salamander,5,NA,NA,NA,NA,5,5,FALSE,2008,308,134.8922068,1399
1399,1437,Pleasant Grove-A,Jackson,35.03281119,-83.09242958,BRE,Nantahala NF,USFS,2008-11-03,NCWRC,"2 ANAE, occ det study",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,308,134.8922068,1399
123,1440,Grassy Dam Trail-1B,Henderson,35.202363,-82.582626,BRE,DuPont SRF,NCFS,2008-11-07,NCWRC,2 ad. ANAE,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,312,51.2809312,123
210,1448,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-11-07,NCWRC,3 ANAE  found,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,312,54.24019808,210
210,1448,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-11-07,NCWRC,"3 ANAE, 3x survey",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2008,312,54.24019808,210
221,1450,Shelter Rock Trail-1A,Transylvania,35.175152,-82.614842,BRE,DuPont SRF,NCFS,2008-11-07,NCWRC,"4 medium size ANAE in lower rock, 1 swabbed",Green Salamander,NA,NA,4,NA,NA,4,4,FALSE,2008,312,41.66127037,221
1084,1452,Grassy Dam Trail_historic,Henderson,35.20389943,-82.58103018,BRE,DuPont SRF,NCFS,2008-11-07,NCWRC,1 large adult,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,312,18.06987339,1084
1084,1452,Grassy Dam Trail_historic,Henderson,35.20389943,-82.58103018,BRE,DuPont SRF,NCFS,2008-11-07,NCWRC,"2 ANAE, occ det study",Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2008,312,18.06987339,1084
287,1454,Biscuit Rock,Macon,35.05601,-83.185795,BRE,private,private,2008-11-08,WCU,"12 ANAE, occ det study",Green Salamander,12,NA,NA,NA,NA,12,12,FALSE,2008,313,95.06109099,287
942,1455,Sandburg_Boundary Rock,Henderson,35.265157,-82.45802,BRE,Carl Sandburg NHS,NPS,2008-11-08,NCWRC,"1 ANAE found, swabbed for Chytrid study",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,313,8.968847014,5023
210,1459,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2008-11-11,BHS,at least 1 ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2008,316,54.24019808,210
942,1467,Sandburg_Boundary Rock,Henderson,35.265157,-82.45802,BRE,Carl Sandburg NHS,NPS,2009-03-21,NCWRC,2 ANAE in the same crevice,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2009,80,8.968847014,5023
164,1468,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2009-03-23,NCWRC,5 yearling ANAE,Green Salamander,NA,NA,5,NA,NA,5,5,FALSE,2009,82,19.15783522,164
210,1474,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2009-03-23,NCWRC,2 adult ANAE,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2009,82,54.24019808,210
126,1477,Grassy Dam Trail-1E,Henderson,35.203766,-82.583587,BRE,DuPont SRF,NCFS,2009-03-28,NCWRC,1 adult,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2009,87,10.85189966,126
233,1478,Sky Valley Rd-2,Henderson,35.207524,-82.578244,BRE,DuPont SRF,NCFS,2009-03-28,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2009,87,150.3397819,233
227,1479,Sky Valley Rd-1A,Henderson,35.208578,-82.57688,BRE,DuPont SRF,NCFS,2009-03-31,NCWRC,1 adult in separate rocks,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2009,90,6.29777716,5042
210,1480,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2009-04-03,NCWRC,2 adult ANAE,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2009,93,54.24019808,210
248,1482,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2009-04-03,NCWRC,"8 ANAE in the main rock, 1 in the side rock.",Green Salamander,9,NA,NA,NA,NA,9,9,FALSE,2009,93,2.135270248,5009
140,1484,Head of East Fork Creek-A,Transylvania,35.182901,-82.648578,BRE,DuPont SRF,NCFS,2009-04-05,NCWRC,2 ANAE,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2009,95,61.14327417,140
205,1485,Rock Quarry Road-A,Transylvania,35.185798,-82.658322,BRE,private,private,2009-04-05,NCWRC,"3 ANAE, 1 PLME",Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2009,95,8.014971792,5056
220,1486,Sheep Mountain Trail-1B_historic,Transylvania,35.191938,-82.627091,BRE,DuPont SRF,NCFS,2009-04-05,NCWRC,3 ANAE found,Green Salamander,3,NA,NA,NA,NA,3,3,FALSE,2009,95,40.74981716,220
142,1489,Holmes_Demonstration Trail,Henderson,35.237374,-82.574888,BRE,Holmes ESF,NCFS,2009-04-10,NCWRC,4 PLME,Green Salamander,0,NA,NA,NA,NA,0,4,FALSE,2009,100,616.8035501,142
143,1490,Holmes_Wildcat Rock Trail-1,Henderson,35.236161,-82.581502,BRE,Holmes ESF,NCFS,2009-04-10,NCWRC,DE spp. and a ANAE in a vertical crack,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2009,100,78.18377595,143
